feature,mean,std,skewness,kurtosis,outlier_rate,scaler_rec
xmeas_1,0.25048210620000005,0.030873480817976987,-0.0005796397607094433,0.0157005101533505,0.007396,Standard
xmeas_2,3663.785705599999,34.00635742974409,0.004873930022498996,-0.03198191152125407,0.006268,Standard
xmeas_3,4508.8197904,39.2154203881184,-0.0027165470649547227,-0.018449066962501703,0.006924,Standard
xmeas_4,9.3471008504,0.08572144090913629,-0.0006691209566050892,-0.011239884589826943,0.006884,Standard
xmeas_5,26.902196256,0.2114854238852421,0.005873574896176476,-0.08376816117633412,0.005428,Standard
xmeas_6,42.337598328000006,0.21851347774488472,-0.008764958377824345,-0.08958665048160697,0.005324,Standard
xmeas_7,2705.0378652,7.525595780069266,0.026915441418035767,0.09748740387238275,0.009448,Standard
xmeas_8,75.00008568000001,0.5420257990195715,0.00010625573542047937,-0.06656014684722633,0.005864,Standard
xmeas_9,120.40002180000003,0.019108505574742522,-0.0057072052729122665,0.015426649031396789,0.040692,Standard
xmeas_10,0.33705537316,0.01252945504574427,-0.0008866501464416265,-0.029033534049408338,0.006636,Standard
xmeas_11,80.106814644,0.23858372724042365,-0.013275163335855399,0.053874239119318545,0.00814,Standard
xmeas_12,49.99962625999999,1.0076143824605657,0.008759365250587639,-0.09701934436814419,0.005708,Standard
xmeas_13,2633.7696859999996,7.865847872140357,0.02453427125021305,0.09250603326442519,0.009652,Standard
xmeas_14,25.160483332000005,1.0160475954506476,0.0057969796733424355,-0.04482159956756826,0.006104,Standard
xmeas_15,50.000127384,1.0159949614699688,0.0005850889705825344,-0.0977980633366613,0.005488,Standard
xmeas_16,3102.2255059999993,6.5195954095680815,0.030946909931535573,0.11111651536189626,0.0094,Standard
xmeas_17,22.948178288,0.6168256191929506,-0.00012791576599944612,-0.027380569546459288,0.006744,Standard
xmeas_18,65.80101111999997,0.42552112500939,0.012045527442674018,0.2997421549967969,0.015832,Standard
xmeas_19,232.16031352000002,10.362102690477153,0.02988139274280168,0.36266319456156504,0.017824,Standard
xmeas_20,341.43146695999997,1.6498284411913562,-0.045234878298060346,0.11199312480940993,0.010304,Standard
xmeas_21,94.60022963600001,0.13128890960937503,0.009502021127007996,0.05112541191763054,0.007656,Standard
xmeas_22,77.29477992400001,0.26076311808261776,0.02142581032788225,0.015071891841216711,0.006992,Standard
xmeas_23,32.18815232,0.29068362637496487,0.0006007027597933591,-0.014166983083322204,0.006952,Standard
xmeas_24,8.893459856,0.10386450094829076,-0.009299599460478522,-0.073452815246283,0.00584,Standard
xmeas_25,26.383361479999998,0.31585410522498003,0.0009231068146061735,-0.02935329328742098,0.006608,Standard
xmeas_26,6.882048796000001,0.10746359599086679,-0.0014219839951550351,-0.06433097303802615,0.006128,Standard
xmeas_27,18.775613447999998,0.2938343866672831,-0.005431267932066563,-0.030621999124777144,0.006432,Standard
xmeas_28,1.6568079039999999,0.025609215995312306,-0.004297011830900661,-0.10391380552905449,0.005384,Standard
xmeas_29,32.960680536000005,0.33725378225782326,0.0020608290619734734,0.01893030626594827,0.007304,Standard
xmeas_30,13.822803888000003,0.10820614026181055,0.002275785596194434,-0.0551491944740623,0.006104,Standard
xmeas_31,23.976355176,0.38583151837278834,-0.00237778988897216,0.056678813579621234,0.008056,Standard
xmeas_32,1.25666062592,0.1017531736760443,0.00947867280870316,-0.07127872857855966,0.005888,Standard
xmeas_33,18.577821504000003,0.3349100524471472,0.014047834028478175,-0.020103578905243502,0.00668,Standard
xmeas_34,2.2632963271999995,0.026565344715638452,-0.004074424936639692,-0.06549733485559939,0.005744,Standard
xmeas_35,4.8437858616,0.06626123428363163,-0.0045106050626456595,-0.0075809372926740615,0.006856,Standard
xmeas_36,2.2982539984,0.05330924434500013,0.001161845110615055,-0.052897270323682744,0.006232,Standard
xmeas_37,0.017879384975678404,0.009942730988081995,-0.006274682334532497,-0.07975681706934301,0.00574,Standard
xmeas_38,0.8357052356000001,0.018452932162323528,0.019075368108115633,0.18509216649412163,0.01102,Standard
xmeas_39,0.09853184201999998,0.010027560135851165,0.003028376942440621,-0.10511294494580081,0.00538,Standard
xmeas_40,53.72641539999999,0.5055460058094574,0.005694804238264175,-0.04775729115992977,0.00604,Standard
xmeas_41,43.82692003999999,0.5039801440834162,-0.0044229158152204245,-0.07134321547455746,0.00592,Standard
xmv_1,63.048649756,0.5840420969843052,5.2674335258468e-06,-0.047578923222676206,0.006052,Standard
xmv_2,53.973668056,0.4696631445313313,0.005586294556566934,-0.029296798662667545,0.006764,Standard
xmv_3,24.639472440000002,3.0377425722388303,-0.0014932722088959662,0.015106999475873462,0.0074,Standard
xmv_4,61.298501212000005,1.2438051309893148,7.957126971988744e-05,-0.0669903055985106,0.0059,Standard
xmv_5,22.216644391999996,0.530156161481853,0.00677646688103265,0.061051312277182745,0.008436,Standard
xmv_6,40.05545638000001,1.5267514032456906,0.006325824102175428,-0.029198507498280346,0.00662,Standard
xmv_7,38.09889755600001,2.9652660215433526,0.008760712411205114,-0.09701633369732843,0.005684,Standard
xmv_8,46.534295379999996,2.351304292718015,0.0005880462273015417,-0.09779609579527682,0.005496,Standard
xmv_9,47.958590536,2.716519914553364,0.11178731977765308,0.3657025677544232,0.018052,Standard
xmv_10,41.104304395999996,0.540817248808007,-0.007516060255297862,0.004273974692323712,0.007016,Standard
xmv_11,18.118706172000003,1.4636775259450785,-0.0004448851438130342,-0.02810460440301421,0.006648,Standard
